Name,ADDR,CITY,State,ZIP,County,lat,long,location,,,,,,,,
L'Ecole Culinaire-Memphis,1245 N. Georgetown Parkway,Cordova,TN,38016,Shelby County,35.159653,-89.79756,"Memphis, TN-MS-AR",,,,,,,,
University of Minnesota-Rochester,300 University Square  111 South Broadway,Rochester,MN,55904,Olmsted County,44.022339,-92.463471,"Rochester, MN",,,,,,,,
Health And Style Institute,1114 Eastchester Dr,High Point,NC,27265,Guilford County,35.990965,-79.997544,"Greensboro-High Point, NC",,,,,,,,
College of Business and Technology-Cutler Bay,19151 South Dixie Hwy # 205,Cutler Bay,FL,33157,Miami-Dade County,25.589553,-80.357477,"Miami-Fort Lauderdale-West Palm Beach, FL",,,,,,,,
American National University-Columbus,5665 Forest Hills Blvd,Columbus,OH,45420,Franklin County,40.084811,-82.945951,"Columbus, OH",,,,,,,,
Herzing University-Toledo,5212 Hill Ave,Toledo,OH,43615,Lucas County,41.639266,-83.665453,"Toledo, OH",,,,,,,,
Capri Beauty College,1938 E Lincoln Hwy,New Lenox,IL,60451,Will County,41.509958,-87.927816,"Chicago-Naperville-Elgin, IL-IN-WI",,,,,,,,
Milan Institute-Bakersfield,"2822 F Street, Ste H",Bakersfield,CA,93301,Kern County,35.385513,-119.023088,"Bakersfield, CA",,,,,,,,
Homestead Schools,23800 Hawthorne Blvd.,Torrance,CA,90505,Los Angeles County,33.808573,-118.350152,"Los Angeles-Long Beach-Anaheim, CA",,,,,,,,
Carrington College-Las Vegas,"5740 South Eastern Ave., Ste. 140",Las Vegas,NV,89119,Clark County,36.08533,-115.117941,"Las Vegas-Henderson-Paradise, NV",,,,,,,,
Carrington College-Reno,5580 Kietzke Ln,Reno,NV,89511,Washoe County,39.46399,-119.78785,"Reno, NV",,,,,,,,
Chamberlain College of Nursing-Florida,5200 Belfort Rd,Jacksonville,FL,32256,Duval County,30.243517,-81.586421,"Jacksonville, FL",,,,,,,,
Remington College-Columbia Campus,607 Bush River Rd,Columbia,SC,29210,Richland County,34.031103,-81.098907,"Columbia, SC",,,,,,,,
Remington College of Nursing Orlando,600 Century Point Ste 1050,Lake Mary,FL,32746,Seminole County,28.775199,-81.353591,"Orlando-Kissimmee-Sanford, FL",,,,,,,,
Washington Barber College Inc,5300 West 65th Street,Little Rock,AR,72209-3820,Pulaski County,34.69065,-92.335352,"Little Rock-North Little Rock-Conway, AR",,,,,,,,
InterCoast Colleges-Elk Grove,9355 E. Stockton,Elk Grove,CA,95624,Sacramento County,38.41772,-121.391081,"Sacramento--Roseville--Arden-Arcade, CA",,,,,,,,
Horizon University,5331 Mt. Alifan Drive,San Diego,CA,92111-2622,San Diego County,32.81491,-117.181071,"San Diego-Carlsbad, CA",,,,,,,,
San Diego Culinary Institute,8024 La Mesa Blvd,La Mesa,CA,91942,San Diego County,32.76432,-117.02377,"San Diego-Carlsbad, CA",,,,,,,,
Beyond 21st Century Beauty Academy,13640 Imperial Hwy Ste 6-8,Santa Fe Springs,CA,90670,Los Angeles County,33.916943,-118.040961,"Los Angeles-Long Beach-Anaheim, CA",,,,,,,,
Academy for Jewish Religion-California,"3250 Wilshire Boulevard, Suite 550",Los Angeles,CA,90010,Los Angeles County,34.06089,-118.293261,"Los Angeles-Long Beach-Anaheim, CA",,,,,,,,
Angeles College,3440 Wilshire Blvd Ste 310,Los Angeles,CA,90010,Los Angeles County,34.06051,-118.299091,"Los Angeles-Long Beach-Anaheim, CA",,,,,,,,
Angeles Institute,"11688 SOUTH STREET, SUITE 205",ARTESIA,CA,90701-6610,Los Angeles County,33.858365,-118.084414,"Los Angeles-Long Beach-Anaheim, CA",,,,,,,,
Paul Mitchell the School-Temecula,27536 Ynez Rd Ste E-1,Temecula,CA,92591,Riverside County,33.507273,-117.150184,"Riverside-San Bernardino-Ontario, CA",,,,,,,,
European Academy of Cosmetology and Hairdressing,1575 Boston Post Rd Bldg C,Guilford,CT,06437-2319,New Haven County,41.29519,-72.699751,"New Haven-Milford, CT",,,,,,,,
International Institute of Cosmetology,632 Silas Deane Hwy,Wethersfield,CT,06109,Hartford County,41.707829,-72.662063,"Hartford-West Hartford-East Hartford, CT",,,,,,,,
Florida School of Traditional Midwifery,810 E University Ave,Gainesville,FL,32601,Alachua County,29.65246,-82.315551,"Gainesville, FL",,,,,,,,
Emerald Coast Technical College,761 N 20th St,DeFuniak Springs,FL,32433,Walton County,30.73213,-86.128131,"Crestview-Fort Walton Beach-Destin, FL",,,,,,,,
Immokalee Technical College,508 N 9th St,Immokalee,FL,34142,Collier County,26.42652,-81.425021,"Naples-Immokalee-Marco Island, FL",,,,,,,,
American Academy of Cosmetology,1330 Blanding Blvd Ste 125,Orange Park,FL,32065,Clay County,30.12369,-81.798751,"Jacksonville, FL",,,,,,,,
University of Fort Lauderdale,4069 NW 16th St,Lauderhill,FL,33313,Broward County,26.146191,-80.204083,"Miami-Fort Lauderdale-West Palm Beach, FL",,,,,,,,
Aviation Institute of Maintenance-Orlando,2725 South US Highway 17/92,Casselberry,FL,32707,Seminole County,28.680641,-81.335192,"Orlando-Kissimmee-Sanford, FL",,,,,,,,
Summit Salon Academy,4802 Gunn Hwy Suite 144,Tampa,FL,33624,Hillsborough County,28.05182,-82.525131,"Tampa-St. Petersburg-Clearwater, FL",,,,,,,,
Summit Salon Academy-Gainesville,6915 NW 4th Blvd Ste B,Gainesville,FL,32607,Alachua County,29.65474,-82.416641,"Gainesville, FL",,,,,,,,
Tenaj Salon Institute,11915 CR 103,The Villages,FL,32162,Sumter County,28.92987,-82.028271,"The Villages, FL",,,,,,,,
Profile Institute of Barber-Styling,26 Cleveland Ave SE,Atlanta,GA,30315,Fulton County,33.681103,-84.387901,"Atlanta-Sandy Springs-Roswell, GA",,,,,,,,
Keune Academy by 124,755 Lawrenceville-Suwannee Rd Bldg 1300,Lawrenceville,GA,30043,Gwinnett County,33.96488,-84.02253,"Atlanta-Sandy Springs-Roswell, GA",,,,,,,,
Pacific Rim Christian University,2223 Hoonee Pl.,Honolulu,HI,96819-2228,Honolulu County,21.327878,-157.888673,"Urban Honolulu, HI",,,,,,,,
D & L Academy of Hair Design,113 Main Ave E,Twin Falls,ID,83301,Twin Falls County,42.5558,-114.469421,"Twin Falls, ID",,,,,,,,
Master Educators Beauty School,1205 Filer Ave E,Twin Falls,ID,83301-4118,Twin Falls County,42.570508,-114.458535,"Twin Falls, ID",,,,,,,,
Ambria College of Nursing,5210 Trillium Blvd,Hoffman Estates,IL,60192,Cook County,42.07543,-88.210415,"Chicago-Naperville-Elgin, IL-IN-WI",,,,,,,,
Midwestern Career College,20 North Wacker Drive Ste 3800,Chicago,IL,60606,Cook County,41.88212,-87.637111,"Chicago-Naperville-Elgin, IL-IN-WI",,,,,,,,
Paul Mitchell the School-Normal,1503 E College Ave Ste L,Normal,IL,61761,McLean County,40.50952,-88.958681,"Bloomington, IL",,,,,,,,
Innovations Design Academy,125 E Locust St,Canton,IL,61520,Fulton County,40.558285,-90.033104,"Canton, IL",,,,,,,,
Aveda Fredric's Institute-Indianapolis,6020 E 82nd St,Indianapolis,IN,46250,Marion County,39.90575,-86.064141,"Indianapolis-Carmel-Anderson, IN",,,,,,,,
The Salon Professional Academy-Anderson,5335 S Scatterfield Rd,Anderson,IN,46013,Madison County,40.06075,-85.653541,"Indianapolis-Carmel-Anderson, IN",,,,,,,,
Eric Fisher Academy,6727 W Central,Wichita,KS,67212,Sedgwick County,37.69385,-97.421921,"Wichita, KS",,,,,,,,
A & W Healthcare Educators,6930 Martin Drive,New Orleans,LA,70126,Orleans Parish,30.0275,-90.011931,"New Orleans-Metairie, LA",,,,,,,,
My Le's Beauty College,601 Terry Parkway Ste. A,Gretna,LA,70056,Jefferson Parish,29.90336,-90.029891,"New Orleans-Metairie, LA",,,,,,,,
Blackstone Valley Vocational Regional School District,65 Pleasant St,Upton,MA,01568,Worcester County,42.164477,-71.614344,"Worcester, MA-CT",,,,,,,,
Southern Worcester County Regional Voc School District,57 Old Muggett Hill Rd,Charlton,MA,01507-1331,Worcester County,42.13549,-71.956311,"Worcester, MA-CT",,,,,,,,
L'esprit Academy,31501 Schoolcraft Rd,Livonia,MI,48150,Wayne County,42.38207,-83.354701,"Detroit-Warren-Dearborn, MI",,,,,,,,
Marketti Academy of Cosmetology,4390 Dixie Hwy,Waterford,MI,48329,Oakland County,42.682826,-83.375657,"Detroit-Warren-Dearborn, MI",,,,,,,,
CenterPoint Massage and Shiatsu Therapy School and Clinic,5300 West 35th Street,St Louis Park,MN,55416,Hennepin County,44.93991,-93.346901,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,,,,,
Avalon School of Cosmetology,1428 N McMillan St,Worthington,MN,56187,Nobles County,43.63189,-95.602411,"Worthington, MN",,,,,,,,
American Business and Technology University,1018 W St Maartens Dr,St Joseph,MO,64506,Buchanan County,39.77911,-94.820001,"St. Joseph, MO-KS",,,,,,,,
City Vision University,3101 Troost Ave. Suite 200,Kansas City,MO,64109-1845,Jackson County,39.07043,-94.571091,"Kansas City, MO-KS",,,,,,,,
Transformed Barber and Cosmetology Academy,1229 E. 63rd Street,Kansas City,MO,64110,Jackson County,39.013169,-94.573032,"Kansas City, MO-KS",,,,,,,,
Bitterroot School of Cosmetology,2079 N First St Ste B,Hamilton,MT,59840,Ravalli County,46.278804,-114.160821,N,,,,,,,,
Atlanta Beauty & Barber Academy,6088 Buford Hwy,Doraville,GA,30340,DeKalb County,33.916826,-84.259389,"Atlanta-Sandy Springs-Roswell, GA",,,,,,,,
Montana Academy of Salons,501 2nd St S,Great Falls,MT,59405,Cascade County,47.49872,-111.303881,"Great Falls, MT",,,,,,,,
Park West Barber School,4853 NC Hwy 55,Durham,NC,27713,Durham County,35.89948,-78.896416,"Durham-Chapel Hill, NC",,,,,,,,
National Career Institute,134 Evergreen Pl,East Orange,NJ,07018,Essex County,40.76137,-74.222091,"New York-Newark-Jersey City, NY-NJ-PA",,,,,,,,
Toni & Guy Hairdressing Academy-Albuquerque,"2201 Uptown Loop Rd NE, Ste F",Albuquerque,NM,87110,Bernalillo County,35.102448,-106.565966,"Albuquerque, NM",,,,,,,,
International Academy of Style,2295 Market st,Reno,NV,89502-1559,Washoe County,39.515994,-119.78277,"Reno, NV",,,,,,,,
EDP School of Computer Programming,1601 Voorhies Ave 2nd Floor,Brooklyn,NY,11235,Kings County,40.58605,-73.952901,"New York-Newark-Jersey City, NY-NJ-PA",,,,,,,,
New York Medical Career Training Center,36-09 Main St 5th Fl,Flushing,NY,11354,Queens County,40.76271,-73.83133,"New York-Newark-Jersey City, NY-NJ-PA",,,,,,,,
Institute of Culinary Education,225 Liberty Street,New York,NY,10281,New York County,40.71325,-74.015681,"New York-Newark-Jersey City, NY-NJ-PA",,,,,,,,
New Life Business Institute,161-10 Jamaica Ave Ste 404,Jamaica,NY,11432,Queens County,40.70346,-73.79816,"New York-Newark-Jersey City, NY-NJ-PA",,,,,,,,
The Salon Professional Academy-Tonawanda,2309 Eggert Rd,Tonawanda,NY,14150,Erie County,42.98213,-78.826651,"Buffalo-Cheektowaga-Niagara Falls, NY",,,,,,,,
Onondaga School of Therapeutic Massage-Syracuse,719 E Genesee St,Syracuse,NY,13210,Onondaga County,43.0477,-76.140431,"Syracuse, NY",,,,,,,,
Academy of Cosmetology and Esthetics NYC,187 New Dorp Ln,Staten Island,NY,10306,Richmond County,40.57328,-74.114451,"New York-Newark-Jersey City, NY-NJ-PA",,,,,,,,
Finger Lakes School of Massage,1251 Trumansburg Rd,Ithaca,NY,14850,Tompkins County,42.46505,-76.535081,"Ithaca, NY",,,,,,,,
Four County Career Center,22-900 State Rte 34,Archbold,OH,43502,Henry County,41.4528,-84.30307,N,,,,,,,,
Vanity School of Cosmetology,5236 Detroit Rd,Sheffield Village,OH,44035,Lorain County,41.425677,-82.078712,"Cleveland-Elyria, OH",,,,,,,,
Summit Salon Academy-Perrysburg,116 W S Boundary St,Perrysburg,OH,45551,Wood County,41.54424,-83.620281,"Toledo, OH",,,,,,,,
Portland Actors Conservatory,1436 SW Montgomery St,Portland,OR,97201,Multnomah County,45.5138,-122.691101,"Portland-Vancouver-Hillsboro, OR-WA",,,,,,,,
Somerset County Technology Center,281 Technology Dr,Somerset,PA,15501,Somerset County,40.00475,-79.029641,"Somerset, PA",,,,,,,,
Metro Beauty Academy,4977 Medical Center Circle,Allentown,PA,18106,Lehigh County,40.56877,-75.555781,"Allentown-Bethlehem-Easton, PA-NJ",,,,,,,,
Barone Beauty Academy,501 E Third St,Williamsport,PA,17701,Lycoming County,41.2448,-76.993951,"Williamsport, PA",,,,,,,,
Academy for Careers and Technology,2697 E Hwy 76,Mullins,SC,29574-6009,Marion County,34.188895,-79.326868,N,,,,,,,,
Aiken School of Cosmetology,225 Richland Ave East,Aiken,SC,29801,Aiken County,33.55951,-81.717101,"Augusta-Richmond County, GA-SC",,,,,,,,
Love Beauty School Inc,1161 Murfreesboro Hwy,Manchester,TN,37355,Coffee County,35.48846,-86.094281,"Tullahoma-Manchester, TN",,,,,,,,
Professional Career Training Institute,227 W Airtex Blvd,Houston,TX,77090,Harris County,29.981419,-95.427231,"Houston-The Woodlands-Sugar Land, TX",,,,,,,,
Cannon Institute of Higher Learning,8500 N Stemmons Frwy Ste 3030,Dallas,TX,75247,Dallas County,32.82898,-96.872781,"Dallas-Fort Worth-Arlington, TX",,,,,,,,
Cardiotech Ultrasound School,12135 Bissonnet Ste E,Houston,TX,77099,Harris County,29.67527,-95.592801,"Houston-The Woodlands-Sugar Land, TX",,,,,,,,
DuVall's School of Cosmetology,201 Harwood Rd Ste 218,Bedford,TX,76021,Tarrant County,32.851015,-97.167572,"Dallas-Fort Worth-Arlington, TX",,,,,,,,
Advanced Beauty College,3959 N. Beltline Rd.,Irving,TX,75038,Dallas County,32.859535,-96.992081,"Dallas-Fort Worth-Arlington, TX",,,,,,,,
Texas Beauty College,3534 Denton Hwy,Haltom city,TX,76117,Tarrant County,32.815039,-97.264501,"Dallas-Fort Worth-Arlington, TX",,,,,,,,
Avenue Five Institute,8620 Burnet Rd Ste 300,Austin,TX,78757,Travis County,30.36866,-97.727951,"Austin-Round Rock, TX",,,,,,,,
The Salon Professional Academy-Lewisville,2440 B Stemmons Fwy,Lewisville,TX,75067,Denton County,33.004144,-96.966321,"Dallas-Fort Worth-Arlington, TX",,,,,,,,
Renaissance Academie,1460 N. Moonriver Drive,Provo,UT,84604,Utah County,40.25395,-111.665961,"Provo-Orem, UT",,,,,,,,
Bethel College,1705 Todds Ln,Hampton,VA,23666,Hampton city,37.04095,-76.409141,"Virginia Beach-Norfolk-Newport News, VA-NC",,,,,,,,
Institute of Advanced Medical Esthetics,3108 parham rd 604D annex,Richmond,VA,23294-4701,Henrico County,37.629409,-77.54073,"Richmond, VA",,,,,,,,
Gary Manuel Aveda Institute,1514 10th Ave,Seattle,WA,98122,King County,47.61434,-122.319201,"Seattle-Tacoma-Bellevue, WA",,,,,,,,
Northwest School of Wooden Boat Building,42 N Water St,Port Hadlock,WA,98339,Jefferson County,48.03403,-122.752581,N,,,,,,,,
Pinchot University,220 Second Avenue South Suite 400,Seattle,WA,98104-2617,King County,47.60033,-122.331181,"Seattle-Tacoma-Bellevue, WA",,,,,,,,
The Salon Professional Academy-Onalaska,566 Theater Rd,Onalaska,WI,54650,La Crosse County,43.87382,-91.19732,"La Crosse-Onalaska, WI-MN",,,,,,,,
Regency Beauty Institute-North Tucson,"625 E Wetmore, Suite F-109",Tucson,AZ,85705,Pima County,32.286636,-110.962638,"Tucson, AZ",,,,,,,,
Brightwood College-Chula Vista,"555 Broadway, Suite 144",Chula Vista,CA,91910,San Diego County,32.63089,-117.086351,"San Diego-Carlsbad, CA",,,,,,,,
InterCoast Colleges-Roseville,1200 Melody Ln Ste 120,Roseville,CA,92678,Placer County,38.72347,-121.293181,"Sacramento--Roseville--Arden-Arcade, CA",,,,,,,,
West Coast University-Orange County,1477 S Manchester Ave,Anaheim,CA,92802,Orange County,33.8109,-117.912051,"Los Angeles-Long Beach-Anaheim, CA",,,,,,,,
West Coast University-Ontario,2855 E. Guasti Rd,Ontario,CA,91761,San Bernardino County,34.06668,-117.589871,"Riverside-San Bernardino-Ontario, CA",,,,,,,,
Dade Medical College-Homestead,107 N Krome Ave,Homestead,FL,33030,Miami-Dade County,25.47092,-80.477041,"Miami-Fort Lauderdale-West Palm Beach, FL",,,,,,,,
Virginia College-Augusta,2807 Wylds Rd Ste B,Augusta,GA,30909,Richmond County,33.449202,-82.054545,"Augusta-Richmond County, GA-SC",,,,,,,,
Midwest Technical Institute-East Peoria,280 High Point Ln,East Peoria,IL,61611,Tazewell County,40.64204,-89.543521,"Peoria, IL",,,,,,,,
Paul Mitchell the School-Chicago,1225 S Halsted St,Chicago,IL,60607,Cook County,41.86647,-87.646611,"Chicago-Naperville-Elgin, IL-IN-WI",,,,,,,,
Brightwood College-Indianapolis,"4200 S East Street, Suite 7",Indianapolis,IN,46227,Marion County,39.70581,-86.150331,"Indianapolis-Carmel-Anderson, IN",,,,,,,,
Regency Beauty Institute-Evansville,5201 East Virginia Street,Evansville,IN,47715,Vanderburgh County,37.98069,-87.487121,"Evansville, IN-KY",,,,,,,,
Regency Beauty Institute-Shreveport,"7460 Youree Dr, Suite R",Shreveport,LA,71105,Caddo Parish,32.43685,-93.717741,"Shreveport-Bossier City, LA",,,,,,,,
Regency Beauty Institute-Springfield,"1415 East Battlefield, Unit 1415",Springfield,MO,65804,Greene County,37.1604,-93.270911,"Springfield, MO",,,,,,,,
Regency Beauty Institute-Canton,"5535 Dressler Road, Unit 9",Canton,OH,44720,Stark County,40.86198,-81.434401,"Canton-Massillon, OH",,,,,,,,
Regency Beauty Institute-Spartanburg,"225 W Black Stock Road, Suite OP3",Spartanburg,SC,29301,Spartanburg County,34.94315,-81.993731,"Spartanburg, SC",,,,,,,,
Regency Beauty Institute-Chattanooga,"2288 Gunbarrel Road, Suite 102",Chattanooga,TN,37421,Hamilton County,35.039,-85.149201,"Chattanooga, TN-GA",,,,,,,,
Regency Beauty Institute-Mesquite,"19121 LBJ Freeway, Unit 75",Mesquite,TX,75150,Dallas County,32.79565,-96.62715,"Dallas-Fort Worth-Arlington, TX",,,,,,,,
Dorsey Business Schools-Waterford Pontiac,440 N Telegraph Rd,Pontiac,MI,48341,Oakland County,42.644783,-83.326164,"Detroit-Warren-Dearborn, MI",,,,,,,,
Regina's College of Beauty-High Point,801 English Rd,High Point,NC,27262,Guilford County,35.95465,-80.014351,"Greensboro-High Point, NC",,,,,,,,
Miller-Motte College-Fayetteville,3725 Ramsey St.,Fayetteville,NC,28311,Cumberland County,35.11128,-78.881681,"Fayetteville, NC",,,,,,,,
Drake College of Business-Newark,800 Broad St,Newark,NJ,07102,Essex County,40.73485,-74.171991,"New York-Newark-Jersey City, NY-NJ-PA",,,,,,,,
European Massage Therapy School-Las Vegas,"9440 W. Sahara Ave., suite 250",Las Vegas,NV,89117,Clark County,36.14559,-115.300711,"Las Vegas-Henderson-Paradise, NV",,,,,,,,
Harrison College-Grove City,3880 Jackpot Rd,Grove City,OH,43123,Franklin County,39.88221,-83.04592,"Columbus, OH",,,,,,,,
Miller-Motte Technical College-Columbus,1800 Box Rd,Columbus,GA,31907,Muscogee County,32.48014,-84.935671,"Columbus, GA-AL",,,,,,,,
National University College-Ponce,State Road #506 Km. 1.00 Bo Coto Laurel,Ponce,PR,00716,Ponce Municipio,17.98043,-66.60597,"Ponce, PR",,,,,,,,
Fortis College-Grand Prairie,401 E Palace Pkwy Ste 100,Grand Prairie,TX,75050,Dallas County,32.76103,-97.005171,"Dallas-Fort Worth-Arlington, TX",,,,,,,,
Paul Mitchell the School-St George,568 West Telegraph Road Suite #4,Washington,UT,84780,Washington County,37.128783,-113.51934,"St. George, UT",,,,,,,,
The Art Institute of Virginia Beach,"Two Columbus Center, 4500 Main St Ste 100",Virginia Beach,VA,23462,Virginia Beach city,36.842603,-76.131612,"Virginia Beach-Norfolk-Newport News, VA-NC",,,,,,,,
Bryant & Stratton College-Bayshore,500 Silverspring Rd Ste K340,Glendale,WI,53217,Milwaukee County,43.11936,-87.91537,"Milwaukee-Waukesha-West Allis, WI",,,,,,,,
Daymar College-Online,4112 Fern Valley,Louisville,KY,40219,Jefferson County,38.157391,-85.684637,"Louisville/Jefferson County, KY-IN",,,,,,,,
Zaytuna College,1712 Euclid Avenue,Berkeley,CA,94709,Alameda County,37.87712,-122.260781,"San Francisco-Oakland-Hayward, CA",,,,,,,,
Virginia College-Columbia,7201 Two Notch Rd,Columbia,SC,29223,Richland County,34.06603,-80.961571,"Columbia, SC",,,,,,,,
Fortis College-Indianapolis,9001 N Wesleyan Rd Ste 101,Indianapolis,IN,46268,Marion County,39.9184,-86.223181,"Indianapolis-Carmel-Anderson, IN",,,,,,,,
Brightwood College-Arlington,"2241 South Watson Road, Suite 181",Arlington,TX,76010,Tarrant County,32.70881,-97.060591,"Dallas-Fort Worth-Arlington, TX",,,,,,,,
Brightwood College-Charlotte,6070 East Independence Blvd,Charlotte,NC,28212,Mecklenburg County,35.17702,-80.752731,"Charlotte-Concord-Gastonia, NC-SC",,,,,,,,
Kaplan College-Jacksonville,7450 Beach Blvd,Jacksonville,FL,32216,Duval County,30.288696,-81.581217,"Jacksonville, FL",,,,,,,,
Globe University-Madison East,4901 Eastpark Blvd,Madison,WI,53718,Dane County,43.14834,-89.302031,"Madison, WI",,,,,,,,
Minnesota School of Business-Lakeville,17685 Juniper Path,Lakeville,MN,55044,Dakota County,44.69161,-93.287451,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,,,,,
Globe UniversityPGreen Bay,2620 Development Drive,Green Bay,WI,54311,Brown County,44.45533,-87.998291,"Green Bay, WI",,,,,,,,
Globe UniversityoMadison West,1345 Deming Way,Middleton,WI,53562,Dane County,43.087708,-89.52793,"Madison, WI",,,,,,,,
